date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:05	7636/7636	---M--	200	added ('OK')	image/png	date:Thu,%2019%20May%202022%2014:48:40%20GMT	https://demo.webtend.net/html/munfirm/assets/images/logos/logo.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/logos/logo.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:05	79023/79023	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:41:02%20GMT	https://demo.webtend.net/html/munfirm/index2.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/index2.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:06	51830/51830	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:40:44%20GMT	https://demo.webtend.net/html/munfirm/about.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/about.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:06	39449/39449	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:39:16%20GMT	https://demo.webtend.net/html/munfirm/services.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/services.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:06	38361/38361	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:40:04%20GMT	https://demo.webtend.net/html/munfirm/service-details.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/service-details.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:07	44733/44733	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:41:18%20GMT	https://demo.webtend.net/html/munfirm/faqs.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/faqs.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:07	49835/49835	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:41:10%20GMT	https://demo.webtend.net/html/munfirm/farmers.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/farmers.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:07	21970/21970	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:40:52%20GMT	https://demo.webtend.net/html/munfirm/404.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/404.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:07	33397/33397	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:38:38%20GMT	https://demo.webtend.net/html/munfirm/portfolio-grid.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/portfolio-grid.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:08	33570/33570	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:38:52%20GMT	https://demo.webtend.net/html/munfirm/portfolio-fluid.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/portfolio-fluid.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:08	28848/28848	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2020:34:50%20GMT	https://demo.webtend.net/html/munfirm/portfolio-details.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/portfolio-details.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:08	30152/30152	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:40:22%20GMT	https://demo.webtend.net/html/munfirm/blog-grid.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/blog-grid.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:09	38314/38314	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:40:14%20GMT	https://demo.webtend.net/html/munfirm/blog-standard.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/blog-standard.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:09	38443/38443	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:40:32%20GMT	https://demo.webtend.net/html/munfirm/blog-details.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/blog-details.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:09	36942/36942	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:39:34%20GMT	https://demo.webtend.net/html/munfirm/shop-grid.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/shop-grid.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:09	47473/47473	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:38:46%20GMT	https://demo.webtend.net/html/munfirm/shop-left-sidebar.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/shop-left-sidebar.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:10	47476/47476	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:39:04%20GMT	https://demo.webtend.net/html/munfirm/shop-right-sidebar.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/shop-right-sidebar.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:10	40557/40557	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:38:26%20GMT	https://demo.webtend.net/html/munfirm/product-details.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/product-details.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:10	29766/29766	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2009:41:29%20GMT	https://demo.webtend.net/html/munfirm/cart.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/cart.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:11	34672/34672	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:54:40%20GMT	https://demo.webtend.net/html/munfirm/checkout.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/checkout.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:11	26211/26211	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:39:54%20GMT	https://demo.webtend.net/html/munfirm/wishlist.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/wishlist.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:11	27914/27914	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Jun%202022%2015:41:26%20GMT	https://demo.webtend.net/html/munfirm/contact.html	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/contact.html	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:11	187513/187513	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:19:00%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/slider-image1.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/slider-image1.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:11	8686/8686	---M--	200	added ('OK')	image/png	date:Thu,%2019%20May%202022%2017:16:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/shapes/organic.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/shapes/organic.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:12	5250/5250	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2019:17:16%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/pumpkin.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/pumpkin.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:12	6863/6863	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:19:00%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/two-lear.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/two-lear.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:12	7495/7495	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2019:23:04%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/half-leaf.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/half-leaf.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:12	9170/9170	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2019:23:34%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/leaf-1.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/leaf-1.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:13	8763/8763	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2019:24:26%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/leaf-2.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/leaf-2.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:13	113252/113252	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:19:00%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/slider-image2.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/slider-image2.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:13	12933/12933	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:19:00%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/slider-bg-leaf.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/slider-bg-leaf.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:13	7086/7086	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2018:58:38%20GMT	https://demo.webtend.net/html/munfirm/assets/images/slider/slider-bg-shape.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/slider/slider-bg-shape.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:14	5086/5086	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2022:11:30%20GMT	https://demo.webtend.net/html/munfirm/assets/images/category/icon1.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/category/icon1.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:14	1656/1656	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2022:16:50%20GMT	https://demo.webtend.net/html/munfirm/assets/images/category/arrow.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/category/arrow.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:14	5186/5186	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2022:11:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/category/icon2.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/category/icon2.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:14	5990/5990	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2022:12:28%20GMT	https://demo.webtend.net/html/munfirm/assets/images/category/icon3.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/category/icon3.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:14	5089/5089	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2022:12:54%20GMT	https://demo.webtend.net/html/munfirm/assets/images/category/icon4.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/category/icon4.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:15	5266/5266	---M--	200	added ('OK')	image/png	date:Fri,%2020%20May%202022%2022:13:28%20GMT	https://demo.webtend.net/html/munfirm/assets/images/category/icon5.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/category/icon5.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:15	75245/75245	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:04:30%20GMT	https://demo.webtend.net/html/munfirm/assets/images/about/about1.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/about/about1.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:15	51328/51328	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:04:30%20GMT	https://demo.webtend.net/html/munfirm/assets/images/about/about2.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/about/about2.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:15	59438/59438	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:04:30%20GMT	https://demo.webtend.net/html/munfirm/assets/images/about/about3.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/about/about3.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:16	6390/6390	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:04:30%20GMT	https://demo.webtend.net/html/munfirm/assets/images/about/author.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/about/author.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:16	2178/2178	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:04:30%20GMT	https://demo.webtend.net/html/munfirm/assets/images/about/signature.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/about/signature.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:16	22684/22684	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:13:56%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/offer-banner1.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/offer-banner1.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:16	3052/3052	---M--	200	added ('OK')	image/png	date:Sat,%2021%20May%202022%2014:17:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/offer-baner-bg1.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/offer-baner-bg1.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:16	22514/22514	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:13:56%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/offer-banner2.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/offer-banner2.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:17	3042/3042	---M--	200	added ('OK')	image/png	date:Sat,%2021%20May%202022%2014:16:52%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/offer-baner-bg2.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/offer-baner-bg2.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:17	22105/22105	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:13:56%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/offer-banner3.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/offer-banner3.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:17	3017/3017	---M--	200	added ('OK')	image/png	date:Sat,%2021%20May%202022%2014:19:46%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/offer-baner-bg3.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/offer-baner-bg3.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:18	16801/16801	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:22:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/products/product1.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/products/product1.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:18	16153/16153	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:22:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/products/product2.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/products/product2.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:18	16448/16448	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:22:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/products/product3.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/products/product3.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:18	14347/14347	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:22:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/products/product4.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/products/product4.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:18	14156/14156	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:22:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/products/product5.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/products/product5.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:18	17469/17469	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:22:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/products/product6.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/products/product6.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:19	12709/12709	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:23:30%20GMT	https://demo.webtend.net/html/munfirm/assets/images/products/product7.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/products/product7.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:19	170595/170595	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:21:04%20GMT	https://demo.webtend.net/html/munfirm/assets/images/video/video-bg.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/video/video-bg.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:19	14359/14359	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:13:56%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/special-offer-bg.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/special-offer-bg.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:19	3699/3699	---M--	200	added ('OK')	image/png	date:Sat,%2021%20May%202022%2022:34:46%20GMT	https://demo.webtend.net/html/munfirm/assets/images/shapes/munakoiso.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/shapes/munakoiso.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:20	5622/5622	---M--	200	added ('OK')	image/png	date:Sat,%2021%20May%202022%2022:35:52%20GMT	https://demo.webtend.net/html/munfirm/assets/images/shapes/litchi.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/shapes/litchi.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:20	137385/137385	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:13:56%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/offer-left.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/offer-left.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:20	87617/87617	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:13:56%20GMT	https://demo.webtend.net/html/munfirm/assets/images/offers/offer-right.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/offers/offer-right.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:20	100140/100140	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:05:22%20GMT	https://demo.webtend.net/html/munfirm/assets/images/background/cta-bg.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/background/cta-bg.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:21	80617/80617	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:08:14%20GMT	https://demo.webtend.net/html/munfirm/assets/images/gellery/gallery1.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/gellery/gallery1.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:21	63413/63413	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:08:12%20GMT	https://demo.webtend.net/html/munfirm/assets/images/gellery/gallery2.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/gellery/gallery2.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:21	76562/76562	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:08:12%20GMT	https://demo.webtend.net/html/munfirm/assets/images/gellery/gallery3.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/gellery/gallery3.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:21	133675/133675	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:08:12%20GMT	https://demo.webtend.net/html/munfirm/assets/images/gellery/gallery4.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/gellery/gallery4.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:21	9885/9885	---M--	200	added ('OK')	image/png	date:Sun,%2022%20May%202022%2014:08:04%20GMT	https://demo.webtend.net/html/munfirm/assets/images/reviews/fb-author1.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/reviews/fb-author1.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:22	87076/87076	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:14:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/reviews/feedback-right.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/reviews/feedback-right.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:22	60269/60269	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jun%202022%2014:14:58%20GMT	https://demo.webtend.net/html/munfirm/assets/images/reviews/feedback-right.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/reviews/feedback-right.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:22	9039/9039	---M--	200	added ('OK')	image/png	date:Sun,%2022%20May%202022%2015:51:36%20GMT	https://demo.webtend.net/html/munfirm/assets/images/shapes/feedback-bg.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/shapes/feedback-bg.png	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:22	96666/96666	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:10:02%20GMT	https://demo.webtend.net/html/munfirm/assets/images/news/news1.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/news/news1.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:23	117959/117959	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:11:16%20GMT	https://demo.webtend.net/html/munfirm/assets/images/news/news2.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/news/news2.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:23	88706/88706	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jun%202022%2014:11:18%20GMT	https://demo.webtend.net/html/munfirm/assets/images/news/news3.jpg	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/news/news3.jpg	(from https://demo.webtend.net/html/munfirm/index.html)
22:27:23	5989/5989	---M--	200	added ('OK')	image/png	date:Sun,%2022%20May%202022%2022:49:00%20GMT	https://demo.webtend.net/html/munfirm/assets/images/shapes/onion.png	E:/MunFirm/Arcelo/demo.webtend.net/html/munfirm/assets/images/shapes/onion.png	(from https://demo.webtend.net/html/munfirm/index.html)
